uniqueID,ChlUnits,ChlValues
V100012335,mg/L,0.0009
V100012347,mg/L,0.0009
V100012450,mg/L,0.0009
V100012535,mg/L,0.0009
V100012616,mg/L,0.0009
V100012653,mg/L,0.0009
V100012789,mg/L,0.0009
V100012794,mg/L,0.0009
V100012811,mg/L,0.0009
V100012900,mg/L,0.0009
V100013007,mg/L,0.0009
V100013029,mg/L,0.0009
V100013042,mg/L,0.0009
V100013086,mg/L,0.0009
V100013227,mg/L,0.0009
V100013353,mg/L,0.0009
V100013387,mg/L,0.0009
V100013478,mg/L,0.0009
V100013530,mg/L,0.0009
V100013787,mg/L,9.00E-04
V100014139,mg/L,0.0009
V100014233,mg/L,0.0009
V100014302,mg/L,0.0009
V100014328,mg/L,0.0009
V100014392,mg/L,9.00E-04
V100014404,mg/L,9.00E-04
V100014409,mg/L,9.00E-04
V100014603,mg/L,9.00E-04
V100015161,mg/L,9.00E-04
V100015169,mg/L,9.00E-04
V100015266,mg/L,9.00E-04
V100015272,mg/L,9.00E-04
V100015838,mg/L,9.00E-04
V100016241,mg/L,9.00E-04
V100016290,mg/L,9.00E-04
V100016291,mg/L,9.00E-04
V100016312,mg/L,9.00E-04
V100016324,mg/L,9.00E-04
V100016327,mg/L,9.00E-04
V100016335,mg/L,9.00E-04
V100016348,mg/L,9.00E-04
V100016349,mg/L,9.00E-04
V100016357,mg/L,9.00E-04
V100016366,mg/L,9.00E-04
V100016826,mg/L,9.00E-04
V100016827,mg/L,9.00E-04
V100016838,mg/L,9.00E-04
V100016849,mg/L,9.00E-04
V100016853,mg/L,9.00E-04
V100016854,mg/L,9.00E-04
V100010690,mg/L,0.0009045
V100003129,mg/L,0.000908
V100010777,mg/L,0.000908182
V100011054,mg/L,0.000909091
V100010085,mg/L,0.00091
V100015602,mg/L,0.00091
V100001742,mg/L,0.000910438
V100001669,mg/L,0.000911244
V100003532,mg/L,0.000912727
V100004213,mg/L,0.000916
V100001706,mg/L,0.000917667
V100011122,mg/L,0.000918182
V100011123,mg/L,0.000918182
V100002974,mg/L,0.00092
V100003865,mg/L,0.00092
V100011066,mg/L,0.00092
V100014762,mg/L,0.000920831
V100007166,mg/L,0.000925
V100010811,mg/L,0.000925
V100016245,mg/L,0.000925
V100002581,mg/L,0.00093
V100015653,mg/L,0.00093
V100003043,mg/L,0.0009328
V100015542,mg/L,0.000932857
V100011741,mg/L,0.000936364
V100001988,mg/L,0.00094
V100011023,mg/L,0.00094
V100011704,mg/L,0.00094
V100015086,mg/L,0.00094
V100011068,mg/L,0.000945455
V100002591,mg/L,0.00095
V100007710,mg/L,0.00095
V100011490,mg/L,0.00095
V100014969,mg/L,0.00095
V100015236,mg/L,0.00095
V100015405,mg/L,0.00095
V100015488,mg/L,0.00095
V100003877,mg/L,0.000952
V100011033,mg/L,0.000954545
V100011165,mg/L,0.000955556
V100006558,mg/L,0.00096
V100011651,mg/L,0.00096
V100015327,mg/L,0.00096
V100015356,mg/L,0.00096
V100001235,mg/L,0.000962139
V100014771,mg/L,0.000962665
V100010993,mg/L,0.000963636
V100001666,mg/L,0.000964201
V100015482,mg/L,0.00097
V100011025,mg/L,0.000972727
V100011238,mg/L,0.000975
V100014787,mg/L,0.00097649
V100015014,mg/L,0.00097875
V100007799,mg/L,0.00098
V100011161,mg/L,0.00098
V100014925,mg/L,0.00098
V100000116,mg/L,0.000980921
V100014693,mg/L,0.000986756
V100001822,mg/L,0.00099
V100006838,mg/L,0.00099
V100010756,mg/L,0.00099
V100013639,mg/L,0.00099
V100014888,mg/L,0.00099
V100015479,mg/L,0.000995
V100000033,mg/L,0.000996818
V100003658,mg/L,0.000997895
V100002511,mg/L,0.001
V100004032,mg/L,0.001
V100004054,mg/L,0.001
V100004074,mg/L,0.001
V100004075,mg/L,0.001
V100004087,mg/L,0.001
V100004104,mg/L,0.001
V100004118,mg/L,0.001
V100004577,mg/L,0.001
V100005945,mg/L,0.001
V100005988,mg/L,0.001
V100006384,mg/L,0.001
V100006855,mg/L,0.001
V100007637,mg/L,0.001
V100007732,mg/L,0.001
V100007773,mg/L,0.001
V100007791,mg/L,0.001
V100009060,mg/L,0.001
V100009131,mg/L,0.001
V100009195,mg/L,0.001
V100009611,mg/L,0.001
V100010092,mg/L,0.001
V100010302,mg/L,0.001
V100010442,mg/L,0.001
V100010477,mg/L,0.001
V100010479,mg/L,0.001
V100010481,mg/L,0.001
V100010482,mg/L,0.001
V100010486,mg/L,0.001
V100011297,mg/L,0.001
V100011740,mg/L,0.001
V100011798,mg/L,0.001
V100011944,mg/L,0.001
V100012137,mg/L,0.001
V100012150,mg/L,0.001
V100012199,mg/L,0.001
V100012258,mg/L,0.001
V100012287,mg/L,0.001
V100012305,mg/L,0.001
V100012339,mg/L,0.001
V100012361,mg/L,0.001
V100012428,mg/L,0.001
V100012437,mg/L,0.001
V100012467,mg/L,0.001
V100012493,mg/L,0.001
V100012561,mg/L,0.001
V100012597,mg/L,0.001
V100012677,mg/L,0.001
V100012743,mg/L,0.001
V100012777,mg/L,0.001
V100012878,mg/L,0.001
V100012918,mg/L,0.001
V100012926,mg/L,0.001
V100013056,mg/L,0.001
V100013078,mg/L,0.001
V100013149,mg/L,0.001
V100013317,mg/L,0.001
V100013348,mg/L,0.001
V100013374,mg/L,0.001
V100013456,mg/L,0.001
V100013465,mg/L,0.001
V100013504,mg/L,0.001
V100013508,mg/L,0.001
V100013650,mg/L,0.001
V100013675,mg/L,0.001
V100013702,mg/L,0.001
V100013774,mg/L,0.001
V100013833,mg/L,0.001
V100013932,mg/L,0.001
V100014017,mg/L,0.001
V100014077,mg/L,0.001
V100014160,mg/L,0.001
V100014229,mg/L,0.001
V100014230,mg/L,0.001
V100014315,mg/L,0.001
V100014341,mg/L,0.001
V100014421,mg/L,0.001
V100014442,mg/L,0.001
V100014877,mg/L,0.001
V100015168,mg/L,0.001
V100015333,mg/L,0.001
V100015625,mg/L,0.001
V100015840,mg/L,0.001
V100016279,mg/L,0.001
V100016304,mg/L,0.001
V100016306,mg/L,0.001
V100016343,mg/L,0.001
V100016345,mg/L,0.001
V100016356,mg/L,0.001
V100016363,mg/L,0.001
V100016682,mg/L,0.001
V100016842,mg/L,0.001
V100016848,mg/L,0.001
V100008365,mg/L,0.001003333
V100001652,mg/L,0.001003719
V100015545,mg/L,0.001008
V100011653,mg/L,0.001009091
V100002004,mg/L,0.00101
V100002832,mg/L,0.00101
V100007282,mg/L,0.00101
V100010970,mg/L,0.00101
V100011026,mg/L,0.00101
V100011795,mg/L,0.001011111
V100015398,mg/L,0.001012589
V100003659,mg/L,0.001013333
V100015543,mg/L,0.0010135
V100003414,mg/L,0.001014
V100004225,mg/L,0.001014
V100006891,mg/L,0.001016344
V100014743,mg/L,0.001017782
V100014721,mg/L,0.001018899
V100004135,mg/L,0.001019
V100002121,mg/L,0.00102
V100002368,mg/L,0.00102
V100002773,mg/L,0.00102
V100004011,mg/L,0.00102
V100007526,mg/L,0.00102
V100015340,mg/L,0.00102
V100015478,mg/L,0.00102
V100015520,mg/L,0.00102
V100009625,mg/L,0.001025
V100006902,mg/L,0.001026684
V100011562,mg/L,0.001027273
V100011064,mg/L,0.001028571
V100003424,mg/L,0.00103
V100008877,mg/L,0.00103
V100009386,mg/L,0.00103
V100011063,mg/L,0.00103
V100016439,mg/L,0.00103
V100004022,mg/L,0.001032
V100008825,mg/L,0.001033522
V100006466,mg/L,0.001036667
V100001840,mg/L,0.00104
V100002086,mg/L,0.00104
V100002088,mg/L,0.00104
V100002296,mg/L,0.00104
V100005804,mg/L,0.00104
V100010844,mg/L,0.00104
V100011697,mg/L,0.00104
V100014902,mg/L,0.00104
V100015334,mg/L,0.00104
V100001212,mg/L,0.001043063
V100001738,mg/L,0.001044545
V100003289,mg/L,0.001045
V100007234,mg/L,0.001045
V100001734,mg/L,0.001045771
V100002179,mg/L,0.00105
V100007855,mg/L,0.00105
V100010761,mg/L,0.00105
V100012424,mg/L,0.00105
V100014963,mg/L,0.00105
V100015374,mg/L,0.00105
V100016452,mg/L,0.00105
V100011402,mg/L,0.001054545
V100004882,mg/L,0.001055
V100001656,mg/L,0.0010599
V100002752,mg/L,0.00106
V100015559,mg/L,0.00106
V100005962,mg/L,0.001062857
V100011134,mg/L,0.00107
V100015326,mg/L,0.00107
V100016244,mg/L,0.00107
V100011298,mg/L,0.001072727
V100007058,mg/L,0.001076
V100002102,mg/L,0.00108
V100010735,mg/L,0.00108
V100011662,mg/L,0.00108
V100015323,mg/L,0.00108
V100001710,mg/L,0.001080762
V100010971,mg/L,0.001081818
V100011130,mg/L,0.001081818
V100004145,mg/L,0.001083
V100002096,mg/L,0.00109
V100008099,mg/L,0.00109
V100016453,mg/L,0.00109
V100016672,mg/L,0.00109
V100011091,mg/L,0.001090909
V100004007,mg/L,0.0010944
V100015557,mg/L,0.001095
V100003838,mg/L,0.001095385
V100000392,mg/L,0.001096278
V100001545,mg/L,0.001097345
V100014778,mg/L,0.001099878
V100002132,mg/L,0.0011
V100004030,mg/L,0.0011
V100004568,mg/L,0.0011
V100005393,mg/L,0.0011
V100005546,mg/L,0.0011
V100006235,mg/L,0.0011
V100007996,mg/L,0.0011
V100009292,mg/L,0.0011
V100009480,mg/L,0.0011
V100009677,mg/L,0.0011
V100010034,mg/L,0.0011
V100010458,mg/L,0.0011
V100011085,mg/L,0.0011
V100011250,mg/L,0.0011
V100011753,mg/L,0.0011
V100012081,mg/L,0.0011
V100012266,mg/L,0.0011
V100012374,mg/L,0.0011
V100012411,mg/L,0.0011
V100012442,mg/L,0.0011
V100012489,mg/L,0.0011
V100012502,mg/L,0.0011
V100012722,mg/L,0.0011
V100012733,mg/L,0.0011
V100012769,mg/L,0.0011
V100012817,mg/L,0.0011
V100012822,mg/L,0.0011
V100012852,mg/L,0.0011
V100012892,mg/L,0.0011
V100013038,mg/L,0.0011
V100013046,mg/L,0.0011
V100013073,mg/L,0.0011
V100013189,mg/L,0.0011
V100013249,mg/L,0.0011
V100013274,mg/L,0.0011
V100013534,mg/L,0.0011
V100013555,mg/L,0.0011
V100013620,mg/L,0.0011
V100013662,mg/L,0.0011
V100013666,mg/L,0.0011
V100013765,mg/L,0.0011
V100013769,mg/L,0.0011
V100013816,mg/L,0.0011
V100013820,mg/L,0.0011
V100013830,mg/L,0.0011
V100013851,mg/L,0.0011
V100013923,mg/L,0.0011
V100013982,mg/L,0.0011
V100013991,mg/L,0.0011
V100014152,mg/L,0.0011
V100014216,mg/L,0.0011
V100014455,mg/L,0.0011
V100014542,mg/L,0.0011
V100015179,mg/L,0.0011
V100015269,mg/L,0.0011
V100015654,mg/L,0.0011
V100016284,mg/L,0.0011
V100016294,mg/L,0.0011
V100016295,mg/L,0.0011
V100016298,mg/L,0.0011
V100016300,mg/L,0.0011
V100016305,mg/L,0.0011
V100016317,mg/L,0.0011
V100016323,mg/L,0.0011
V100016367,mg/L,0.0011
V100016683,mg/L,0.0011
V100016701,mg/L,0.0011
V100000157,mg/L,0.001100499
V100002996,mg/L,0.001104
V100007716,mg/L,0.001105
V100015013,mg/L,0.0011075
V100000779,mg/L,0.001107731
V100011004,mg/L,0.001108333
V100010997,mg/L,0.001109091
V100011099,mg/L,0.001109091
V100002180,mg/L,0.00111
V100008215,mg/L,0.00111
V100009006,mg/L,0.00111
V100001647,mg/L,0.001112689
V100003872,mg/L,0.001116
V100000531,mg/L,0.001118503
V100004134,mg/L,0.001119
V100002571,mg/L,0.00112
V100002719,mg/L,0.00112
V100002740,mg/L,0.00112
V100007736,mg/L,0.00112
V100011449,mg/L,0.00112
V100013628,mg/L,0.00112
V100010732,mg/L,0.0011205
V100001644,mg/L,0.001122017
V100011299,mg/L,0.001127273
V100011530,mg/L,0.001127273
V100004418,mg/L,0.001128
V100002438,mg/L,0.00113
V100002822,mg/L,0.00113
V100003091,mg/L,0.001130667
V100003420,mg/L,0.001134
V100010762,mg/L,0.001134
V100011067,mg/L,0.001136364
V100009780,mg/L,0.001138161
V100002294,mg/L,0.00114
V100002564,mg/L,0.00114
V100006026,mg/L,0.00114
V100011521,mg/L,0.00114
V100011606,mg/L,0.00114
V100011133,mg/L,0.00114375
V100009234,mg/L,0.001146154
V100010716,mg/L,0.0011475
V100002123,mg/L,0.00115
V100002286,mg/L,0.00115
V100002869,mg/L,0.00115
V100010935,mg/L,0.00115
V100014830,mg/L,0.00115
V100015088,mg/L,0.00115
V100015103,mg/L,0.00115
V100003058,mg/L,0.001152
V100000077,mg/L,0.001153176
V100003079,mg/L,0.001156
V100002987,mg/L,0.00116
V100003195,mg/L,0.00116
V100015321,mg/L,0.00116
V100001658,mg/L,0.001161639
V100008418,mg/L,0.001162308
V100001722,mg/L,0.001163174
V100004434,mg/L,0.001165
V100005836,mg/L,0.001165
V100003052,mg/L,0.001168
V100007091,mg/L,0.001168645
V100002081,mg/L,0.00117
V100002895,mg/L,0.00117
V100014892,mg/L,0.00117
V100016580,mg/L,0.00117
V100016633,mg/L,0.00117
V100000294,mg/L,0.00117023
V100003533,mg/L,0.001171429
V100011573,mg/L,0.001172727
V100002414,mg/L,0.00118
V100002593,mg/L,0.00118
V100011224,mg/L,0.00118
V100013633,mg/L,0.00118
V100013645,mg/L,0.00118
V100014943,mg/L,0.00118
V100009869,mg/L,0.001181818
V100010960,mg/L,0.001181818
V100009051,mg/L,0.00118375
V100008824,mg/L,0.001185
V100001916,mg/L,0.00119
V100002417,mg/L,0.00119
V100008729,mg/L,0.00119
V100015242,mg/L,0.00119
V100015246,mg/L,0.00119
V100011098,mg/L,0.001190909
V100003404,mg/L,0.001192
V100003673,mg/L,0.001194667
V100002084,mg/L,0.0012
V100004027,mg/L,0.0012
V100004057,mg/L,0.0012
V100004086,mg/L,0.0012
V100004678,mg/L,0.0012
V100005913,mg/L,0.0012
V100006866,mg/L,0.0012
V100007590,mg/L,0.0012
V100009850,mg/L,0.0012
V100009934,mg/L,0.0012
V100009947,mg/L,0.0012
V100011090,mg/L,0.0012
V100011093,mg/L,0.0012
V100011404,mg/L,0.0012
V100011507,mg/L,0.0012
V100011752,mg/L,0.0012
V100011803,mg/L,0.0012
V100011952,mg/L,0.0012
V100012010,mg/L,0.0012
V100012071,mg/L,0.0012
V100012133,mg/L,0.0012
V100012279,mg/L,0.0012
V100012296,mg/L,0.0012
V100012322,mg/L,0.0012
V100012454,mg/L,0.0012
V100012480,mg/L,0.0012
V100012506,mg/L,0.0012
V100012566,mg/L,0.0012
V100012570,mg/L,0.0012
V100012574,mg/L,0.0012
V100012584,mg/L,0.0012
V100012805,mg/L,0.0012
V100012874,mg/L,0.0012
V100012952,mg/L,0.0012
V100013025,mg/L,0.0012
V100013091,mg/L,0.0012
V100013111,mg/L,0.0012
V100013216,mg/L,0.0012
V100013228,mg/L,0.0012
V100013241,mg/L,0.0012
V100013262,mg/L,0.0012
V100013309,mg/L,0.0012
V100013339,mg/L,0.0012
V100013473,mg/L,0.0012
V100013486,mg/L,0.0012
V100013632,mg/L,0.0012
V100013663,mg/L,0.0012
V100013664,mg/L,0.0012
V100013688,mg/L,0.0012
V100013697,mg/L,0.0012
V100013715,mg/L,0.0012
V100013761,mg/L,0.0012
V100013795,mg/L,0.0012
V100013924,mg/L,0.0012
V100013972,mg/L,0.0012
V100013996,mg/L,0.0012
V100014004,mg/L,0.0012
V100014069,mg/L,0.0012
V100014164,mg/L,0.0012
V100014173,mg/L,0.0012
V100014199,mg/L,0.0012
V100014212,mg/L,0.0012
V100014271,mg/L,0.0012
V100014280,mg/L,0.0012
V100014384,mg/L,0.0012
V100014396,mg/L,0.0012
V100014412,mg/L,0.0012
V100014485,mg/L,0.0012
V100014494,mg/L,0.0012
V100014890,mg/L,0.0012
V100015160,mg/L,0.0012
V100015175,mg/L,0.0012
V100015177,mg/L,0.0012
V100016237,mg/L,0.0012
V100016278,mg/L,0.0012
V100016289,mg/L,0.0012
V100016328,mg/L,0.0012
V100016358,mg/L,0.0012
V100016689,mg/L,0.0012
V100003435,mg/L,0.001204
V100001714,mg/L,0.001205097
V100000243,mg/L,0.001205503
V100002053,mg/L,0.00121
V100002192,mg/L,0.00121
V100006292,mg/L,0.001213333
V100003442,mg/L,0.001216
V100011157,mg/L,0.001218182
V100001718,mg/L,0.001219236
V100002569,mg/L,0.00122
V100002746,mg/L,0.00122
V100003615,mg/L,0.00122
V100010992,mg/L,0.00122
V100011200,mg/L,0.00122
V100001004,mg/L,0.001220451
V100010659,mg/L,0.001220905
V100002979,mg/L,0.001224
V100000378,mg/L,0.00122568
V100008058,mg/L,0.001226667
V100004399,mg/L,0.001227
V100011014,mg/L,0.001228571
V100004378,mg/L,0.001229
V100002568,mg/L,0.00123
V100002607,mg/L,0.00123
V100003713,mg/L,0.001232941
V100014786,mg/L,0.00123547
V100010991,mg/L,0.001236364
V100011088,mg/L,0.001236364
V100011338,mg/L,0.001236364
V100007609,mg/L,0.001238571
V100001797,mg/L,0.00124
V100002879,mg/L,0.00124
V100005697,mg/L,0.00124
V100008734,mg/L,0.00124
V100009503,mg/L,0.00124
V100015403,mg/L,0.00124
V100001672,mg/L,0.001245
V100003813,mg/L,0.001245333
V100009142,mg/L,0.001248832
V100002309,mg/L,0.00125
V100008793,mg/L,0.00125
V100009078,mg/L,0.00125
V100013638,mg/L,0.00125
V100014924,mg/L,0.00125
V100015093,mg/L,0.00125
V100016450,mg/L,0.00125
V100003419,mg/L,0.001252
V100008390,mg/L,0.001252857
V100010962,mg/L,0.001254545
V100004215,mg/L,0.001256
V100001730,mg/L,0.001259132
V100001848,mg/L,0.00126
V100002431,mg/L,0.00126
V100008444,mg/L,0.00126
V100011625,mg/L,0.00126
V100015085,mg/L,0.00126
V100002990,mg/L,0.001264
V100003067,mg/L,0.001264
V100003296,mg/L,0.001266667
V100010566,mg/L,0.001266667
V100000004,mg/L,0.001266898
V100004226,mg/L,0.001269
V100002408,mg/L,0.00127
V100002905,mg/L,0.00127
V100003957,mg/L,0.00127
V100016455,mg/L,0.00127
V100001401,mg/L,0.001270707
V100011186,mg/L,0.001272727
V100011369,mg/L,0.001272727
V100009148,mg/L,0.001272848
V100001697,mg/L,0.001273833
V100004452,mg/L,0.001274
V100002284,mg/L,0.001275
V100016243,mg/L,0.001275
V100014757,mg/L,0.001275555
V100011097,mg/L,0.001277778
V100003534,mg/L,0.00128
V100004140,mg/L,0.00128
V100006535,mg/L,0.00128
V100006623,mg/L,0.00128
V100009296,mg/L,0.00128
V100011458,mg/L,0.00128
V100011846,mg/L,0.00128
V100014974,mg/L,0.00128
V100015322,mg/L,0.00128
V100001386,mg/L,0.001282837
V100000861,mg/L,0.001283315
V100011564,mg/L,0.0012875
V100002091,mg/L,0.00129
V100002367,mg/L,0.00129
V100002379,mg/L,0.00129
V100015660,mg/L,0.00129
V100010927,mg/L,0.001290909
V100011695,mg/L,0.001290909
V100014704,mg/L,0.001294585
V100007989,mg/L,0.001295
V100003077,mg/L,0.001296
V100002394,mg/L,0.0013
V100002633,mg/L,0.0013
V100002913,mg/L,0.0013
V100002959,mg/L,0.0013
V100004043,mg/L,0.0013
V100004067,mg/L,0.0013
V100004077,mg/L,0.0013
V100004091,mg/L,0.0013
V100004547,mg/L,0.0013
V100004630,mg/L,0.0013
V100004651,mg/L,0.0013
V100004685,mg/L,0.0013
V100005727,mg/L,0.0013
V100006784,mg/L,0.0013
V100006941,mg/L,0.0013
V100006944,mg/L,0.0013
V100006978,mg/L,0.0013
V100007004,mg/L,0.0013
V100007356,mg/L,0.0013
V100007513,mg/L,0.0013
V100007869,mg/L,0.0013
V100008176,mg/L,0.0013
V100008475,mg/L,0.0013
V100009642,mg/L,0.0013
V100009655,mg/L,0.0013
V100009896,mg/L,0.0013
V100010450,mg/L,0.0013
V100011029,mg/L,0.0013
V100011750,mg/L,0.0013
V100012158,mg/L,0.0013
V100012192,mg/L,0.0013
V100012245,mg/L,0.0013
V100012283,mg/L,0.0013
V100012326,mg/L,0.0013
V100012458,mg/L,0.0013
V100012468,mg/L,0.0013
V100012469,mg/L,0.0013
V100012515,mg/L,0.0013
V100012628,mg/L,0.0013
V100012633,mg/L,0.0013
V100012657,mg/L,0.0013
V100012720,mg/L,0.0013
V100012784,mg/L,0.0013
V100012797,mg/L,0.0013
V100012818,mg/L,0.0013
V100012904,mg/L,0.0013
V100012905,mg/L,0.0013
V100012931,mg/L,0.0013
V100013033,mg/L,0.0013
V100013043,mg/L,0.0013
V100013099,mg/L,0.0013
V100013137,mg/L,0.0013
V100013167,mg/L,0.0013
V100013173,mg/L,0.0013
V100013304,mg/L,0.0013
V100013352,mg/L,0.0013
V100013365,mg/L,0.0013
V100013521,mg/L,0.0013
V100013522,mg/L,0.0013
V100013642,mg/L,0.0013
V100013679,mg/L,0.0013
V100013710,mg/L,0.0013
V100013714,mg/L,0.0013
V100013785,mg/L,0.0013
V100013808,mg/L,0.0013
V100013817,mg/L,0.0013
V100013846,mg/L,0.0013
V100013898,mg/L,0.0013
V100013933,mg/L,0.0013
V100014021,mg/L,0.0013
V100014043,mg/L,0.0013
V100014129,mg/L,0.0013
V100014190,mg/L,0.0013
V100014225,mg/L,0.0013
V100014269,mg/L,0.0013
V100014996,mg/L,0.0013
V100015018,mg/L,0.0013
V100015167,mg/L,0.0013
V100015182,mg/L,0.0013
V100015233,mg/L,0.0013
V100016283,mg/L,0.0013
V100016287,mg/L,0.0013
V100016297,mg/L,0.0013
V100016302,mg/L,0.0013
V100016308,mg/L,0.0013
V100016451,mg/L,0.0013
V100016680,mg/L,0.0013
V100016687,mg/L,0.0013
V100016844,mg/L,0.0013
V100000628,mg/L,0.001301503
V100000207,mg/L,0.001301717
V100004223,mg/L,0.001305
V100010778,mg/L,0.001305
V100009589,mg/L,0.001305556
V100001717,mg/L,0.001306364
V100002389,mg/L,0.00131
V100002787,mg/L,0.00131
V100006183,mg/L,0.00131
V100006683,mg/L,0.00131
V100008844,mg/L,0.00131
V100015251,mg/L,0.00131
V100010897,mg/L,0.001311
V100004191,mg/L,0.001313
V100001402,mg/L,0.00131358
V100011119,mg/L,0.001316667
V100011411,mg/L,0.001318182
V100001693,mg/L,0.001319906
V100006463,mg/L,0.00132
V100007359,mg/L,0.00132
V100015338,mg/L,0.00132
V100010739,mg/L,0.001323
V100011053,mg/L,0.001328571
V100014784,mg/L,0.001328571
V100001791,mg/L,0.00133
V100002592,mg/L,0.00133
V100008489,mg/L,0.00133
V100008087,mg/L,0.001333333
V100008298,mg/L,0.001333333
V100011051,mg/L,0.001333333
V100002361,mg/L,0.001335
V100016616,mg/L,0.001339
V100001433,mg/L,0.001339428
V100002433,mg/L,0.00134
V100003856,mg/L,0.00134
V100004040,mg/L,0.00134
V100004467,mg/L,0.00134
V100007511,mg/L,0.00134
V100008490,mg/L,0.00134
V100011045,mg/L,0.001342857
V100010969,mg/L,0.001344444
V100011001,mg/L,0.001345455
V100011339,mg/L,0.001345455
V100003437,mg/L,0.001346667
V100003712,mg/L,0.001348
V100002617,mg/L,0.00135
V100002846,mg/L,0.00135
V100003049,mg/L,0.00135
V100008377,mg/L,0.00135
V100010089,mg/L,0.00135
V100010449,mg/L,0.00135
V100011118,mg/L,0.00135
V100011347,mg/L,0.00135
V100015238,mg/L,0.00135
V100010990,mg/L,0.001354545
V100015127,mg/L,0.001355
V100015638,mg/L,0.001356
V100008930,mg/L,0.001356667
V100004216,mg/L,0.001357
V100002847,mg/L,0.00136
V100003840,mg/L,0.00136
V100004181,mg/L,0.00136
V100011221,mg/L,0.00136
V100006415,mg/L,0.001362571
V100007229,mg/L,0.001363077
V100014747,mg/L,0.001366949
V100000749,mg/L,0.001367318
V100001713,mg/L,0.001369
V100014950,mg/L,0.00137
V100016413,mg/L,0.00137
V100014722,mg/L,0.001372752
V100001040,mg/L,0.001373089
V100008660,mg/L,0.001375
V100004427,mg/L,0.001376
V100001339,mg/L,0.001378059
V100001793,mg/L,0.00138
V100001732,mg/L,0.001382308
V100000860,mg/L,0.001382549
V100007148,mg/L,0.001383333
V100004381,mg/L,0.001384
V100000110,mg/L,0.001384962
V100003940,mg/L,0.001385806
V100000280,mg/L,0.001386332
V100006440,mg/L,0.001386667
V100002314,mg/L,0.00139
V100014783,mg/L,0.001391429
V100001565,mg/L,0.001391741
V100004260,mg/L,0.001392
V100000794,mg/L,0.001397003
V100014649,mg/L,0.001398977
V100015397,mg/L,0.001399651
V100002744,mg/L,0.0014
V100002944,mg/L,0.0014
V100002967,mg/L,0.0014
V100004061,mg/L,0.0014
V100004078,mg/L,0.0014
V100004092,mg/L,0.0014
V100004229,mg/L,0.0014
V100004561,mg/L,0.0014
V100004591,mg/L,0.0014
V100005710,mg/L,0.0014
V100006128,mg/L,0.0014
V100006256,mg/L,0.0014
V100006398,mg/L,0.0014
V100006537,mg/L,0.0014
V100006883,mg/L,0.0014
V100007757,mg/L,0.0014
V100007783,mg/L,0.0014
V100008068,mg/L,0.0014
V100009691,mg/L,0.0014
V100010665,mg/L,0.0014
V100011000,mg/L,0.0014
V100011121,mg/L,0.0014
V100011247,mg/L,0.0014
V100011252,mg/L,0.0014
V100011331,mg/L,0.0014
V100011426,mg/L,0.0014
V100011555,mg/L,0.0014
V100011604,mg/L,0.0014
V100011734,mg/L,0.0014
V100011804,mg/L,0.0014
V100011829,mg/L,0.0014
V100012032,mg/L,0.0014
V100012295,mg/L,0.0014
V100012429,mg/L,0.0014
V100012456,mg/L,0.0014
V100012497,mg/L,0.0014
V100012519,mg/L,0.0014
V100012537,mg/L,0.0014
V100012571,mg/L,0.0014
V100012575,mg/L,0.0014
V100012610,mg/L,0.0014
V100012686,mg/L,0.0014
V100012964,mg/L,0.0014
V100013077,mg/L,0.0014
V100013180,mg/L,0.0014
V100013253,mg/L,0.0014
V100013283,mg/L,0.0014
V100013296,mg/L,0.0014
V100013340,mg/L,0.0014
V100013379,mg/L,0.0014
V100013405,mg/L,0.0014
V100013559,mg/L,0.0014
V100013581,mg/L,0.0014
V100013644,mg/L,0.0014
V100013653,mg/L,0.0014
V100013705,mg/L,0.0014
V100013786,mg/L,0.0014
V100013792,mg/L,0.0014
V100013843,mg/L,0.0014
V100013908,mg/L,0.0014
V100013915,mg/L,0.0014
V100013921,mg/L,0.0014
V100013949,mg/L,0.0014
V100013962,mg/L,0.0014
V100014039,mg/L,0.0014
V100014056,mg/L,0.0014
V100014113,mg/L,0.0014
V100014116,mg/L,0.0014
V100014126,mg/L,0.0014
V100014177,mg/L,0.0014
V100014284,mg/L,0.0014
V100014307,mg/L,0.0014
V100014319,mg/L,0.0014
V100014495,mg/L,0.0014
V100014541,mg/L,0.0014
V100014887,mg/L,0.0014
V100014932,mg/L,0.0014
V100015249,mg/L,0.0014
V100015484,mg/L,0.0014
V100015518,mg/L,0.0014
V100015839,mg/L,0.0014
V100016277,mg/L,0.0014
V100016350,mg/L,0.0014
V100016679,mg/L,0.0014
V100016686,mg/L,0.0014
V100016709,mg/L,0.0014
V100016825,mg/L,0.0014
V100003298,mg/L,0.0014016
V100001726,mg/L,0.001402083
V100015400,mg/L,0.001408008
V100014688,mg/L,0.001409833
V100009354,mg/L,0.00141
V100007743,mg/L,0.001413333
V100009406,mg/L,0.001416667
V100015548,mg/L,0.001417143
V100011511,mg/L,0.001418182
V100011556,mg/L,0.001418182
V100001086,mg/L,0.001419599
V100002258,mg/L,0.00142
V100002312,mg/L,0.00142
V100002894,mg/L,0.00142
V100011259,mg/L,0.00142
V100010902,mg/L,0.001422222
V100010803,mg/L,0.001423636
V100003672,mg/L,0.001424
V100006890,mg/L,0.001424444
V100004232,mg/L,0.001429
V100003939,mg/L,0.001429333
V100006699,mg/L,0.00143
V100008595,mg/L,0.00143
V100011696,mg/L,0.00143
V100016620,mg/L,0.00143
V100010227,mg/L,0.001431111
